"ID","Title","Venue","Year","DOI","OpenReview","Arxiv","Code","Video","Slide","Poster"
"01875","Provably Secure Federated Learning against Malicious Clients","Proceedings of the AAAI Conference on Artificial Intelligence","2021","https://doi.org/10.1609/aaai.v35i8.16849","","https://arxiv.org/abs/2102.01854","","","",""
"01876","Federated learning of predictive models from federated Electronic Health Records","International Journal of Medical Informatics","2018","https://doi.org/10.1016/j.ijmedinf.2018.01.007","","","","","",""
"01877","GLASU: A Communication-Efficient Algorithm for Federated Learning with Vertically Distributed Graph Data","","","","","https://arxiv.org/abs/2303.09531","","","",""
"01878","Federated Domain Generalization with Generalization Adjustment","2023 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","2023","https://doi.org/10.1109/cvpr52729.2023.00385","","","","","",""
"01879","Serverless Federated AUPRC Optimization for Multi-Party Collaborative Imbalanced Data Mining","Proceedings of the 29th ACM SIGKDD Conference on Knowledge Discovery and Data Mining","2023","https://doi.org/10.1145/3580305.3599499","","https://arxiv.org/abs/2308.03035","","","",""
"01880","A New Look and Convergence Rate of Federated Multitask Learning With Laplacian Regularization","IEEE Transactions on Neural Networks and Learning Systems","2024","https://doi.org/10.1109/tnnls.2022.3224252","","https://arxiv.org/abs/2102.07148","","","",""
"01882","Formal Logic Enabled Personalized Federated Learning through Property Inference","Proceedings of the AAAI Conference on Artificial Intelligence","2024","https://doi.org/10.1609/aaai.v38i10.28962","","https://arxiv.org/abs/2401.07448","","","",""
"01883","FedRCIL: Federated Knowledge Distillation for Representation based Contrastive Incremental Learning","2023 IEEE/CVF International Conference on Computer Vision Workshops (ICCVW)","2023","https://doi.org/10.1109/iccvw60793.2023.00371","","","","","",""
"01886","IBA: Towards Irreversible Backdoor Attacks in Federated Learning","Advances in Neural Information Processing Systems 36","2023","https://doi.org/10.52202/075280-2896","","","","","",""
"01888","CalFAT: Calibrated Federated Adversarial Training with Label Skewness","Advances in Neural Information Processing Systems 35","2022","https://doi.org/10.52202/068431-0258","","https://arxiv.org/abs/2205.14926","","","",""
"01889","Re-Thinking Federated Active Learning Based on Inter-Class Diversity","2023 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","2023","https://doi.org/10.1109/cvpr52729.2023.00384","","https://arxiv.org/abs/2303.12317","","","",""
"01890","Empirical Studies of Institutional Federated Learning For Natural Language Processing","Findings of the Association for Computational Linguistics: EMNLP 2020","2020","https://doi.org/10.18653/v1/2020.findings-emnlp.55","","","","","",""
"01891","CHEESE: Distributed Clustering-Based Hybrid Federated Split Learning Over Edge Networks","IEEE Transactions on Parallel and Distributed Systems","2023","https://doi.org/10.1109/tpds.2023.3322755","","","","","",""
"01892","Securing Federated Sensitive Topic Classification against Poisoning Attacks","Proceedings 2023 Network and Distributed System Security Symposium","2023","https://doi.org/10.14722/ndss.2023.23112","","https://arxiv.org/abs/2201.13086","","","",""
"01894","FL-CDF: Collaborative Defense Framework for Backdoor Mitigation in Federated Learning","IEEE Transactions on Dependable and Secure Computing","2025","https://doi.org/10.1109/tdsc.2025.3590175","","https://arxiv.org/abs/2210.12873","","","",""
"01895","FedLEGO: Enabling Heterogenous Model Cooperation via Brick Reassembly in Federated Learning.","KDD Workshop","2023","","","","","","",""
"01896","HADFL: Heterogeneity-aware Decentralized Federated Learning Framework","2021 58th ACM/IEEE Design Automation Conference (DAC)","2021","https://doi.org/10.1109/dac18074.2021.9586101","","https://arxiv.org/abs/2111.08274","","","",""
"01897","Federated Learning for Tabular Data using TabNet: A Vehicular Use-Case","2022 IEEE 18th International Conference on Intelligent Computer Communication and Processing (ICCP)","2022","https://doi.org/10.1109/iccp56966.2022.10053975","","","","","",""
"01899","FedSoft: Soft Clustered Federated Learning with Proximal Local Updating","Proceedings of the AAAI Conference on Artificial Intelligence","2022","https://doi.org/10.1609/aaai.v36i7.20785","","https://arxiv.org/abs/2112.06053","","","",""
"01900","FedSpeech: Federated Text-to-Speech with Continual Learning","Proceedings of the Thirtieth International Joint Conference on Artificial Intelligence","2021","https://doi.org/10.24963/ijcai.2021/527","","https://arxiv.org/abs/2110.07216","","","",""
"01901","Federated Contextual Cascading Bandits with Asynchronous Communication and Heterogeneous Users","Proceedings of the AAAI Conference on Artificial Intelligence","2024","https://doi.org/10.1609/aaai.v38i18.30045","","https://arxiv.org/abs/2402.16312","","","",""
"01902","Federated learning is not a cure-all for data ethics","Nature Machine Intelligence","2024","https://doi.org/10.1038/s42256-024-00813-x","","","","","",""
"01903","Federated Dropout—A Simple Approach for Enabling Federated Learning on Resource Constrained Devices","IEEE Wireless Communications Letters","2022","https://doi.org/10.1109/lwc.2022.3149783","","https://arxiv.org/abs/2109.15258","","","",""
"01904","Joint blockchain and federated learning-based offloading in harsh edge computing environments","Proceedings of the International Workshop on Big Data in Emergent Distributed Environments","2021","https://doi.org/10.1145/3460866.3461765","","","","","",""
"01905","Few-Shot Model Agnostic Federated Learning","Proceedings of the 30th ACM International Conference on Multimedia","2022","https://doi.org/10.1145/3503161.3548764","","","","","",""
"01906","Continual Federated Learning Based on Knowledge Distillation","Proceedings of the Thirty-First International Joint Conference on Artificial Intelligence","2022","https://doi.org/10.24963/ijcai.2022/303","","","","","",""
"01907","A Wolf in Sheep's Clothing: Targeted Routing Hijacking in Federated RAG","","","","","https://arxiv.org/abs/2605.28112","","","",""
"01908","Poisoning Attack on Federated Knowledge Graph Embedding","Proceedings of the ACM Web Conference 2024","2024","https://doi.org/10.1145/3589334.3645422","","","","","",""
"01910","A Typed Tensor Language for Federated Learning","","","","","https://arxiv.org/abs/2605.21103","","","",""
"01911","Evaluating privacy loss in differential privacy based federated learning","Future Generation Computer Systems","2025","https://doi.org/10.1016/j.future.2025.107848","","","","","",""
"01912","P-FedAvg: Parallelizing Federated Learning with Theoretical Guarantees","IEEE INFOCOM 2021 - IEEE Conference on Computer Communications","2021","https://doi.org/10.1109/infocom42981.2021.9488877","","","","","",""
"01913","Federated Learning with Noisy User Feedback","Proceedings of the 2022 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies","2022","https://doi.org/10.18653/v1/2022.naacl-main.196","","https://arxiv.org/abs/2205.03092","","","",""
"01914","CANIFE: Crafting Canaries for Empirical Privacy Measurement in Federated Learning","","","","","https://arxiv.org/abs/2210.02912","","","",""
"01915","Federated XGBoost on Sample-Wise Non-IID Data","2022 IEEE International Conference on Big Data (Big Data)","2022","https://doi.org/10.1109/bigdata55660.2022.10020425","","https://arxiv.org/abs/2209.01340","","","",""
"01916","FLAMES2Graph: An Interpretable Federated Multivariate Time Series Classification Framework","Proceedings of the 29th ACM SIGKDD Conference on Knowledge Discovery and Data Mining","2023","https://doi.org/10.1145/3580305.3599354","","https://arxiv.org/abs/2306.03834","","","",""
"01917","Federated Disentangled Representation Learning for Unsupervised Brain Anomaly Detection","Nat. Mach. Intell.","2021","https://doi.org/10.21203/rs.3.rs-722389/v1","","","","","",""
"01918","Enhancing Federated Learning with In-Cloud Unlabeled Data","2022 IEEE 38th International Conference on Data Engineering (ICDE)","2022","https://doi.org/10.1109/icde53745.2022.00015","","","","","",""
"01920","A Study on Financial Forecasting and Analytics","International Scientific Journal of Engineering and Management","2026","https://doi.org/10.55041/isjem07739","","","","","",""
"01921","A Methodology to Assess Power Modeling in Energy-Aware Federated Learning on Heterogeneous Mobile Devices","","","","","https://arxiv.org/abs/2605.27601","","","",""
"01922","Design of a Quantization-Based DNN Delta Compression Framework for Model Snapshots and Federated Learning","IEEE Transactions on Parallel and Distributed Systems","2023","https://doi.org/10.1109/tpds.2022.3230840","","","","","",""
"01923","A Context-Aware Deep Swarm and Federated Meta-Reinforcement Learning Signal Controller for Sustainable Urban Mobility Optimization","International Journal of Engineering Trends and Technology","2026","https://doi.org/10.14445/22315381/ijett-v74i5p133","","","","","",""
"01925","SecureFedYJ: A Safe Feature Gaussianization Protocol for Federated Learning","Advances in Neural Information Processing Systems 35","2022","https://doi.org/10.52202/068431-2651","","https://arxiv.org/abs/2210.01639","","","",""
"01926","Federated Learning for Non-IID Data via Unified Feature Learning and Optimization Objective Alignment","2021 IEEE/CVF International Conference on Computer Vision (ICCV)","2021","https://doi.org/10.1109/iccv48922.2021.00438","","","","","",""
"01927","FedASMU: Efficient Asynchronous Federated Learning with Dynamic Staleness-Aware Model Update","Proceedings of the AAAI Conference on Artificial Intelligence","2024","https://doi.org/10.1609/aaai.v38i12.29297","","https://arxiv.org/abs/2312.05770","","","",""
"01928","Training Mixed-Domain Translation Models via Federated Learning","Proceedings of the 2022 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies","2022","https://doi.org/10.18653/v1/2022.naacl-main.186","","https://arxiv.org/abs/2205.01557","","","",""
"01929","Adaptive Federated Learning on Non-IID Data With Resource Constraint","IEEE Transactions on Computers","2022","https://doi.org/10.1109/tc.2021.3099723","","","","","",""
"01930","Zero Touch Predictive Orchestration: Automating Time-Series Models for the Cloud-Edge Continuum","","","","","https://arxiv.org/abs/2606.09787v1","","","",""
"01931","FedCD: A Classifier Debiased Federated Learning Framework for Non-IID Data","Proceedings of the 31st ACM International Conference on Multimedia","2023","https://doi.org/10.1145/3581783.3611966","","","","","",""
"01933","FLIGAN: Enhancing Federated Learning with Incomplete Data using GAN","EuroSys Workshop","2024","","","https://arxiv.org/abs/2403.16930","","","",""
"01935","FedNoisy: A Federated Noisy Label Learning Benchmark","KDD Workshop","2023","","","","","","",""
"01937","SemiFL: Semi-Supervised Federated Learning for Unlabeled Clients with Alternate Training","Advances in Neural Information Processing Systems 35","2022","https://doi.org/10.52202/068431-1299","","https://arxiv.org/abs/2106.01432","","","",""
"01938","FedRule: Federated Rule Recommendation System with Graph Neural Networks","Proceedings of the 8th ACM/IEEE Conference on Internet of Things Design and Implementation","2023","https://doi.org/10.1145/3576842.3582328","","https://arxiv.org/abs/2211.06812","","","",""
"01939","A Simple and Provably Efficient Algorithm for Asynchronous Federated Contextual Linear Bandits","Advances in Neural Information Processing Systems 35","2022","https://doi.org/10.52202/068431-0344","","https://arxiv.org/abs/2207.03106","","","",""
"01940","VLBM: Variational Latent Basis Modeling for OOD Robust Multivariate Time Series Forecasting","","","","","https://arxiv.org/abs/2606.02138v1","","","",""
"01941","Generalizable Heterogeneous Federated Cross-Correlation and Instance Similarity Learning","IEEE Transactions on Pattern Analysis and Machine Intelligence","2024","https://doi.org/10.1109/tpami.2023.3327373","","https://arxiv.org/abs/2309.16286","","","",""
"01943","Adaptive asynchronous federated learning for heterogeneous clients","2022 18th International Conference on Computational Intelligence and Security (CIS)","2022","https://doi.org/10.1109/cis58238.2022.00090","","","","","",""
"01945","Federated Supervised Principal Component Analysis","IEEE Transactions on Information Forensics and Security","2024","https://doi.org/10.1109/tifs.2023.3326981","","https://arxiv.org/abs/1907.08059","","","",""
"01946","Uplink Scheduling in Federated Learning: An Importance-Aware Approach via Graph Representation Learning","2023 IEEE International Conference on Communications Workshops (ICC Workshops)","2023","https://doi.org/10.1109/iccworkshops57953.2023.10283576","","https://arxiv.org/abs/2301.11903","","","",""
"01947","Privacy-Preserving Federated Multi-Task Linear Regression: A One-Shot Linear Mixing Approach Inspired By Graph Regularization","ICASSP 2022 - 2022 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","2022","https://doi.org/10.1109/icassp43922.2022.9746007","","","","","",""
"01948","Addressing Class Imbalance in Federated Learning","Proceedings of the AAAI Conference on Artificial Intelligence","2021","https://doi.org/10.1609/aaai.v35i11.17219","","https://arxiv.org/abs/2008.06217","","","",""
"01949","A Decentralized Federated Learning Framework via Committee Mechanism With Convergence Guarantee","IEEE Transactions on Parallel and Distributed Systems","2022","https://doi.org/10.1109/tpds.2022.3202887","","https://arxiv.org/abs/2108.00365","","","",""
"01950","Graph-regularized federated learning with shareable side information","Knowledge-Based Systems","2022","https://doi.org/10.1016/j.knosys.2022.109960","","","","","",""
"01951","Heterogeneous LoRA for Federated Fine-tuning of On-Device Foundation Models","Proceedings of the 2024 Conference on Empirical Methods in Natural Language Processing","2024","https://doi.org/10.18653/v1/2024.emnlp-main.717","","","","","",""
"01952","GraphFL: A Federated Learning Framework for Semi-Supervised Node Classification on Graphs","2022 IEEE International Conference on Data Mining (ICDM)","2022","https://doi.org/10.1109/icdm54844.2022.00060","","https://arxiv.org/abs/2012.04187","","","",""
"01954","A Bayesian Federated Learning Framework With Online Laplace Approximation","IEEE Transactions on Pattern Analysis and Machine Intelligence","2024","https://doi.org/10.1109/tpami.2023.3322743","","https://arxiv.org/abs/2102.01936","","","",""
"01955","FLOAT: Federated Learning Optimizations with Automated Tuning","Proceedings of the Nineteenth European Conference on Computer Systems","2024","https://doi.org/10.1145/3627703.3650081","","","","","",""
"01957","PGFed: Personalize Each Client’s Global Objective for Federated Learning","2023 IEEE/CVF International Conference on Computer Vision (ICCV)","2023","https://doi.org/10.1109/iccv51070.2023.00365","","https://arxiv.org/abs/2212.01448","","","",""
"01958","Sample-level Data Selection for Federated Learning","IEEE INFOCOM 2021 - IEEE Conference on Computer Communications","2021","https://doi.org/10.1109/infocom42981.2021.9488723","","","","","",""
"01959","Incentives in Federated Learning: Equilibria, Dynamics, and Mechanisms for Welfare Maximization","https://doi.org/Advances in Neural Information Processing Systems 36","2023","https://doi.org/10.52202/075280-0782","","","","","",""
"01960","FedDG: Federated Domain Generalization on Medical Image Segmentation via Episodic Learning in Continuous Frequency Space","2021 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","2021","https://doi.org/10.1109/cvpr46437.2021.00107","","https://arxiv.org/abs/2103.06030","","","",""
"01961","Graphcs: Graph-Based Client Selection for Heterogeneity in Federated Learning","SSRN Electronic Journal","2022","https://doi.org/10.2139/ssrn.4218438","","","","","",""
"01962","A Primal-Dual Algorithm for Hybrid Federated Learning","Proceedings of the AAAI Conference on Artificial Intelligence","2024","https://doi.org/10.1609/aaai.v38i13.29363","","https://arxiv.org/abs/2210.08106","","","",""
"01963","A Federated Multigraph Integration Approach for Connectional Brain Template Learning","Lecture Notes in Computer Science","2021","https://doi.org/10.1007/978-3-030-89847-2_4","","","","","",""
"01964","Verifiable Privacy-Preserving Scheme Based on Vertical Federated Random Forest","IEEE Internet of Things Journal","2022","https://doi.org/10.1109/jiot.2021.3090951","","","","","",""
"01966","Leveraging Foundation Models to Improve Lightweight Clients in Federated Learning","NeurIPS Workshop","2023","https://doi.org/10.48550/arXiv.2311.08479","","https://arxiv.org/abs/2311.08479","","","",""
"01967","FedVLN: Privacy-Preserving Federated Vision-and-Language Navigation","Lecture Notes in Computer Science","2022","https://doi.org/10.1007/978-3-031-20059-5_39","","https://arxiv.org/abs/2203.14936","","","",""
"01968","Trio: Learning Time-Series Forecasting with Temporal-Spatial-Sample Attention and Structural Causal Priors","","","","","https://arxiv.org/abs/2606.07291v1","","","",""
"01969","Federated Learning with Bilateral Curation for Partially Class-Disjoint Data","Advances in Neural Information Processing Systems 36","2023","https://doi.org/10.52202/075280-1389","","","","","",""
"01970","Personalized Cross-Silo Federated Learning on Non-IID Data","Proceedings of the AAAI Conference on Artificial Intelligence","2021","https://doi.org/10.1609/aaai.v35i9.16960","","https://arxiv.org/abs/2007.03797","","","",""
"01971","Cross-Silo Prototypical Calibration for Federated Learning with Non-IID Data","Proceedings of the 31st ACM International Conference on Multimedia","2023","https://doi.org/10.1145/3581783.3612481","","https://arxiv.org/abs/2308.03457","","","",""
"01972","1st Workshop on Federated Learning Technologies","Companion Proceedings of the ACM Web Conference 2023","2023","https://doi.org/10.1145/3543873.3589741","","","","","",""
"01973","Towards Serverless Semi-Decentralized Federated Learning with Heterogeneous Optimizers","","","","","https://arxiv.org/abs/2606.06687v1","","","",""
"01974","Towards Personalized Federated Learning for Dysarthric Speech Recognition","","","","","https://arxiv.org/abs/2606.13253v1","","","",""
"01976","Refiner: a reliable and efficient incentive-driven federated learning system powered by blockchain","The VLDB Journal","2024","https://doi.org/10.1007/s00778-024-00839-y","","","","","",""
"01977","Improved Communication Efficiency in Federated Natural Policy Gradient via ADMM-based Gradient Updates","Advances in Neural Information Processing Systems 36","2023","https://doi.org/10.52202/075280-2616","","https://arxiv.org/abs/2310.19807","","","",""
"01978","No One Left Behind: Real-World Federated Class-Incremental Learning","IEEE Transactions on Pattern Analysis and Machine Intelligence","2024","https://doi.org/10.1109/tpami.2023.3334213","","https://arxiv.org/abs/2302.00903","","","",""
"01979","Towards Communication-Efficient Federated Learning via Sparse and Aligned Adaptive Optimization","IEEE Transactions on Signal Processing","2025","https://doi.org/10.1109/tsp.2025.3608715","","https://arxiv.org/abs/2206.00187","","","",""
"01980","More is Better (Mostly): On the Backdoor Attacks in Federated Graph Neural Networks","Proceedings of the 38th Annual Computer Security Applications Conference","2022","https://doi.org/10.1145/3564625.3567999","","https://arxiv.org/abs/2202.03195","","","",""
"01981","Federated Conditional Stochastic Optimization","Advances in Neural Information Processing Systems 36","2023","https://doi.org/10.52202/075280-0251","","https://arxiv.org/abs/2310.02524","","","",""
"01982","Decentralized Federated Learning: Fundamentals, State of the Art, Frameworks,https://doi.org/Trends, and Challenges","IEEE Communications Surveys & Tutorials","2023","https://doi.org/10.1109/comst.2023.3315746","","https://arxiv.org/abs/2211.08413","","","",""
"01983","SoteriaFL: A Unified Framework for Private Federated Learning with Communication Compression","Advances in Neural Information Processing Systems 35","2022","https://doi.org/10.52202/068431-0310","","https://arxiv.org/abs/2206.09888","","","",""
"01984","Time Series Analysis in Machine Learning","","","","","https://arxiv.org/abs/2606.11746v1","","","",""
"01985","ActPerFL: Active Personalized Federated Learning","Proceedings of the First Workshop on Federated Learning for Natural Language Processing (FL4NLP 2022)","2022","https://doi.org/10.18653/v1/2022.fl4nlp-1.1","","","","","",""
"01987","TiWeaver: Unified Temporal Dynamics Modeling via Contextual Patching","","2026","https://doi.org/10.1145/3770855.3817748","","https://arxiv.org/abs/2606.03121v1","","","",""
"01988","Securing Secure Aggregation: Mitigating Multi-Round Privacy Leakage in Federated Learning","Proceedings of the AAAI Conference on Artificial Intelligence","2023","https://doi.org/10.1609/aaai.v37i8.26177","","https://arxiv.org/abs/2106.03328","","","",""
"01989","CFD: Communication-Efficient Federated Distillation via Soft-Label Quantization and Delta Coding","IEEE Transactions on Network Science and Engineering","2022","https://doi.org/10.1109/tnse.2021.3081748","","","","","",""
"01990","Federated Self-supervised Learning for Video Understanding","Lecture Notes in Computer Science","2022","https://doi.org/10.1007/978-3-031-19821-2_29","","https://arxiv.org/abs/2207.01975","","","",""
"01992","Prompt-enhanced Federated Content Representation Learning for Cross-domain Recommendation","Proceedings of the ACM Web Conference 2024","2024","https://doi.org/10.1145/3589334.3645337","","https://arxiv.org/abs/2401.14678","","","",""
"01993","The Capacity of Information-Theoretic Secure Aggregation in Federated Learning","","","","","https://arxiv.org/abs/2606.07277v1","","","",""
"01994","TSseek: Regular Expression-Based Similarity Search for Distributed Time Series Datasets","","","","","https://arxiv.org/abs/2606.09824v2","","","",""
"01995","Continual Horizontal Federated Learning for Heterogeneous Data","2022 International Joint Conference on Neural Networks (IJCNN)","2022","https://doi.org/10.1109/ijcnn55064.2022.9892815","","","","","",""
"01996","TITAN-FedAnil+: Trust-Based Adaptive Blockchain Federated Learning for Resource-Constrained Intelligent Enterprises","","","","","https://arxiv.org/abs/2606.04388v1","","","",""
"01997","Federated Graph-based Networks with Shared Embedding","","","","","https://arxiv.org/abs/2210.01803","","","",""
"01998","Model-sharing Games: Analyzing Federated Learning Under Voluntary Participation","Proceedings of the AAAI Conference on Artificial Intelligence","2021","https://doi.org/10.1609/aaai.v35i6.16669","","https://arxiv.org/abs/2010.00753","","","",""
"01999","FedMoS: Taming Client Drift in Federated Learning with Double Momentum and Adaptive Selection","IEEE INFOCOM 2023 - IEEE Conference on Computer Communications","2023","https://doi.org/10.1109/infocom53939.2023.10228957","","","","","",""
"02000","FedGSL: Federated Graph Structure Learning for Local Subgraph Augmentation","2022 IEEE International Conference on Big Data (Big Data)","2022","https://doi.org/10.1109/bigdata55660.2022.10020771","","","","","",""
"02001","SplitGP: Achieving Both Generalization and Personalization in Federated Learning","IEEE INFOCOM 2023 - IEEE Conference on Computer Communications","2023","https://doi.org/10.1109/infocom53939.2023.10229027","","https://arxiv.org/abs/2212.08343","","","",""
"02002","Generative Gradient Inversion via Over-Parameterized Networks in Federated Learning","2023 IEEE/CVF International Conference on Computer Vision (ICCV)","2023","https://doi.org/10.1109/iccv51070.2023.00473","","","","","",""
"02003","Redundancy in cost functions for Byzantine fault-tolerant federated learning","Proceedings of the First Workshop on Systems Challenges in Reliable and Secure Federated Learning","2021","https://doi.org/10.1145/3477114.3488761","","","","","",""
"02004","Towards Model-Agnostic Federated Learning over Networks","ICLR","2023","https://doi.org/10.36227/techrxiv.22058978","","https://arxiv.org/abs/2110.15210","","","",""
"02005","Multi-Job Intelligent Scheduling With Cross-Device Federated Learning","IEEE Transactions on Parallel and Distributed Systems","2023","https://doi.org/10.1109/tpds.2022.3224941","","https://arxiv.org/abs/2211.13430","","","",""
"02006","Towards Data-Independent Knowledge Transfer in Model-Heterogeneous Federated Learning","IEEE Transactions on Computers","2023","https://doi.org/10.1109/tc.2023.3272801","","","","","",""
"02007","Delay-Constrained Client Selection for Heterogeneous Federated Learning in Intelligent Transportation Systems","IEEE Transactions on Network Science and Engineering","2024","https://doi.org/10.1109/tnse.2023.3320123","","https://arxiv.org/abs/2305.11654","","","",""
"02009","VertiBench: Advancing Feature Distribution Diversity in Vertical Federated Learning Benchmarks","","","","","https://arxiv.org/abs/2307.02040","","","",""
"02010","Behavior Mimics Distribution: Combining Individual and Group Behaviors for Federated Learning","Proceedings of the Thirtieth International Joint Conference on Artificial Intelligence","2021","https://doi.org/10.24963/ijcai.2021/352","","https://arxiv.org/abs/2106.12300","","","",""
"02011","How to Prevent the Poor Performance Clients for Personalized Federated Learning?","2023 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","2023","https://doi.org/10.1109/cvpr52729.2023.01171","","","","","",""
"02012","Stationarity-Aware Retrieval-Augmented Time Series Forecasting","","","","","https://arxiv.org/abs/2606.04135v1","","","",""
"02014","A Network Resource Aware Federated Learning Approach using Knowledge Distillation","IEEE INFOCOM 2021 - IEEE Conference on Computer Communications Workshops (INFOCOM WKSHPS)","2021","https://doi.org/10.1109/infocomwkshps51825.2021.9484597","","","","","",""
"02015","Decentralized Federated Learning via Mutual Knowledge Transfer","IEEE Internet of Things Journal","2022","https://doi.org/10.1109/jiot.2021.3078543","","https://arxiv.org/abs/2012.13063","","","",""
"02016","FedCache: A Knowledge Cache-driven Federated Learning Architecture for Personalized Edge Intelligence","","2023","https://doi.org/10.36227/techrxiv.23255420","","","","","",""
"02017","Agglomerative Federated Learning: Empowering Larger Model Training via End-Edge-Cloud Collaboration","IEEE INFOCOM 2024 - IEEE Conference on Computer Communications","2024","https://doi.org/10.1109/infocom52122.2024.10621254","","","","","",""
"02018","Federated Learning via Decentralized Dataset Distillation in Resource-Constrained Edge Environments","2023 International Joint Conference on Neural Networks (IJCNN)","2023","https://doi.org/10.1109/ijcnn54540.2023.10191879","","","","","",""
"02019","Decentralized and Model-Free Federated Learning: Consensus-Based Distillation in Function Space","IEEE Transactions on Signal and Information Processing over Networks","2022","https://doi.org/10.1109/tsipn.2022.3205549","","","","","",""
"02020","FedBKD: Heterogenous Federated Learning via Bidirectional Knowledge Distillation for Modulation Classification in IoT-Edge System","IEEE Journal of Selected Topics in Signal Processing","2023","https://doi.org/10.1109/jstsp.2022.3224597","","","","","",""
"02021","FedGEMS: Federated Learning of Larger Server Models via Selective Knowledge Fusion","","","","","https://arxiv.org/abs/2110.11027","","","",""
"02022","Distillation-Based Semi-Supervised Federated Learning for Communication-Efficient Collaborative Training With Non-IID Private Data","IEEE Transactions on Mobile Computing","2023","https://doi.org/10.1109/tmc.2021.3070013","","https://arxiv.org/abs/2008.06180","","","",""
"02023","Enhancing Heterogeneous Federated Learning with Knowledge Extraction and Multi-Model Fusion","Proceedings of the SC '23 Workshops of the International Conference on High Performance Computing, Network,https://doi.org/Storage, and Analysis","2023","https://doi.org/10.1145/3624062.3626325","","","","","",""
"02024","FeDaL: Federated Dataset Learning for Time Series Foundation Models","","","","","https://arxiv.org/abs/2508.04045","","","",""
"02026","SpikF-GO: Spiking Fourier Graph Operators for Multivariate Time Series Forecasting","","","","","https://arxiv.org/abs/2606.13901v1","","","",""
"02027","FedPHP: Federated Personalization with Inherited Private Models","Lecture Notes in Computer Science","2021","https://doi.org/10.1007/978-3-030-86486-6_36","","","","","",""
"02028","pFedMoE: Data-Level Personalization With Mixture of Experts in Model-Heterogeneous Personalized Federated Learning","IEEE Transactions on Knowledge and Data Engineering","2026","https://doi.org/10.1109/tkde.2026.3656194","","https://arxiv.org/abs/2402.01350","","","",""
"02029","Signed Dual Attention: Capturing Signed Dependencies in Time Series Forecasting","","","","","https://arxiv.org/abs/2606.04833v1","","","",""
"02031","Think Locally, Act Globally: Federated Learning with Local and Global Representations","","","","","https://arxiv.org/abs/2001.01523","","","",""
"02032","FedClassAvg: Local Representation Learning for Personalized Federated Learning on Heterogeneous Neural Networks","Proceedings of the 51st International Conference on Parallel Processing","2022","https://doi.org/10.1145/3545008.3545073","","https://arxiv.org/abs/2210.14226","","","",""
"02033","Adaptive heterogeneous federated learning","Journal of Image and Graphics","2024","https://doi.org/10.11834/jig.230239","","https://arxiv.org/abs/2210.15865","","","",""
"02034","Model Pruning Enables Efficient Federated Learning on Edge Devices","IEEE Transactions on Neural Networks and Learning Systems","2023","https://doi.org/10.1109/tnnls.2022.3166101","","https://arxiv.org/abs/1909.12326","","","",""
"02035","Federated Learning Hyperparameter Tuning From a System Perspective","IEEE Internet of Things Journal","2023","https://doi.org/10.1109/jiot.2023.3253813","","","","","",""
"02036","Weighted Averaging Federated Learning Based on Example Forgetting Events in Label Imbalanced Non-IID","Applied Sciences","2022","https://doi.org/10.3390/app12125806","","","","","",""
"02038","Federated learning framework based on trimmed mean aggregation rules","Expert Systems with Applications","2025","https://doi.org/10.1016/j.eswa.2024.126354","","","","","",""
"02039","Security-Preserving Federated Learning via Byzantine-Sensitive Triplet Distance","2024 IEEE International Symposium on Biomedical Imaging (ISBI)","2024","https://doi.org/10.1109/isbi56570.2024.10635545","","","","","",""
"02040","Federated learning with joint server-client momentum","Scientific Reports","2025","https://doi.org/10.1038/s41598-025-99385-y","","","","","",""
"02041","Precision‐Weighted Federated Learning","Computational Intelligence","2025","https://doi.org/10.1111/coin.70150","","https://arxiv.org/abs/2107.09627","","","",""
"02042","Securing the Future of IoMT in the Post-Quantum Era: An Edge-Native Federated Learning Approach","","","","","https://arxiv.org/abs/2606.14515v1","","","",""
"02043","A Dynamic Weighted Federated Learning for Android Malware Classification","Lecture Notes in Networks and Systems","2023","https://doi.org/10.1007/978-981-19-9858-4_13","","https://arxiv.org/abs/2211.12874","","","",""
"02044","An Element-Wise Weights Aggregation Method for Federated Learning","2023 IEEE International Conference on Data Mining Workshops (ICDMW)","2023","https://doi.org/10.1109/icdmw60847.2023.00031","","https://arxiv.org/abs/2404.15919","","","",""
"02045","pFedSim: Similarity-Aware Model Aggregation Towards Personalized Federated Learning","","","","","https://arxiv.org/abs/2305.15706","","","",""
"02046","Personalized Online Federated Learning with Multiple Kernels","Advances in Neural Information Processing Systems 35","2022","https://doi.org/10.52202/068431-2414","","https://arxiv.org/abs/2311.05108","","","",""
"02047","Personalized Federated Learning with Mixture of Models for Adaptive Prediction and Model Fine-Tuning","Advances in Neural Information Processing Systems 37","2024","https://doi.org/10.52202/079017-2926","","https://arxiv.org/abs/2410.21547","","","",""
"02048","Federated Learning with Packet Losses","2023 26th International Symposium on Wireless Personal Multimedia Communications (WPMC)","2023","https://doi.org/10.1109/wpmc59531.2023.10338845","","","","","",""
