ID,Title,Venue,Year,URL,DOI,OpenReview,Arxiv,Code,Video,Slide,Poster
202381,Blockchain-Based Federated Learning with Malicious Attacks in Fog Computing Networks,Communications and Networking,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-67162-3_4,https://doi.org/10.1007/978-3-031-67162-3_4,,,,,,
202382,Efficient Military Aircraft Target Detection Model Based on Federated Meta-Learning,Advanced Intelligent Computing Technology and Applications,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-5615-5_21,https://doi.org/10.1007/978-981-97-5615-5_21,,,,,,
202383,Federated Learning-Based Intrusion Detection System for In-Vehicle Network Using Statistics of Controller Area Network Messages,Network Simulation and Evaluation,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-4522-7_17,https://doi.org/10.1007/978-981-97-4522-7_17,,,,,,
202384,Federated Meta-Learning: Methodologies and Directions,Advanced Intelligent Computing Technology and Applications,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-5663-6_26,https://doi.org/10.1007/978-981-97-5663-6_26,,,,,,
202385,Federated Learning: Bridging Data Privacy and Model Accuracy on JointCloud,Advanced Intelligent Computing Technology and Applications,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-5663-6_20,https://doi.org/10.1007/978-981-97-5663-6_20,,,,,,
202386,Addressing Catastrophic Forgetting in Federated Learning on Resource-Constrained Devices: A Feature Replay Approach,Advanced Intelligent Computing Technology and Applications,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-5675-9_29,https://doi.org/10.1007/978-981-97-5675-9_29,,,,,,
202387,Privacy Preservation for the IoMT Using Federated Learning and Blockchain Technologies,Proceedings of the Third International Conference on Innovations in Computing Research (ICR’24),2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-65522-7_62,https://doi.org/10.1007/978-3-031-65522-7_62,,,,,,
202388,RIFL: A Fair Incentive Mechanism for Federated Learning,Advanced Intelligent Computing Technology and Applications,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-5663-6_31,https://doi.org/10.1007/978-981-97-5663-6_31,,,,,,
202389,Federated Learning for Assigning Weights to Clients on Long-Tailed Data,Advanced Intelligent Computing Technology and Applications,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-5666-7_37,https://doi.org/10.1007/978-981-97-5666-7_37,,,,,,
202390,PFed-ME: Personalized Federated Learning Based on Model Enhancement,Advanced Intelligent Computing Technology and Applications,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-5678-0_23,https://doi.org/10.1007/978-981-97-5678-0_23,,,,,,
202391,Enhancing Federated Learning: A Novel Approach of Shapley Value Computation in Smart Contract,Advanced Intelligent Computing Technology and Applications,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-5666-7_9,https://doi.org/10.1007/978-981-97-5666-7_9,,,,,,
202392,Elevating Privacy in Federated Learning: An Efficient Approach with SAM Optimization for Personalized Local Models,Advanced Intelligent Computing Technology and Applications,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-5603-2_40,https://doi.org/10.1007/978-981-97-5603-2_40,,,,,,
202393,GI-SMN: Gradient Inversion Attack Against Federated Learning Without Prior Knowledge,Advanced Intelligent Computing Technology and Applications,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-5603-2_36,https://doi.org/10.1007/978-981-97-5603-2_36,,,,,,
202394,Secure Federated Learning Scheme Based on Differential Privacy and Homomorphic Encryption,Advanced Intelligent Computing Technology and Applications,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-5675-9_37,https://doi.org/10.1007/978-981-97-5675-9_37,,,,,,
202395,Enhancing Alzheimer’s Disease Detection and Classification Through Federated Learning-Optimized Deep Convolutional Neural Networks on MRI Data,Intelligent Systems and Applications,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-66428-1_44,https://doi.org/10.1007/978-3-031-66428-1_44,,,,,,
202396,"A Home-Based Diabetes Prediction System on Internet of Things, Federated Learning and Edge Computing",Industrial Networks and Intelligent Systems,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-67357-3_2,https://doi.org/10.1007/978-3-031-67357-3_2,,,,,,
202397,Aggregation Strategy with Gradient Projection for Federated Learning in Diagnosis,Advanced Intelligent Computing in Bioinformatics,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-5689-6_18,https://doi.org/10.1007/978-981-97-5689-6_18,,,,,,
202398,IoT Network Intrusion Detection Using Federated Learning,"Proceedings of the NIELIT's International Conference on Communication, Electronics and Digital Technology",2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-3601-0_23,https://doi.org/10.1007/978-981-97-3601-0_23,,,,,,
202399,When Blockchain Meets Asynchronous Federated Learning,Advanced Intelligent Computing Technology and Applications,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-5606-3_17,https://doi.org/10.1007/978-981-97-5606-3_17,,,,,,
202400,A Differential Privacy Federated Learning Scheme with Improved Noise Perturbation,Advanced Intelligent Computing Technology and Applications,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-5606-3_6,https://doi.org/10.1007/978-981-97-5606-3_6,,,,,,
202401,On-screen Activity Tracking Using Federated Learning,Proceedings of the International Conference on Computational Innovations and Emerging Trends (ICCIET 2024),2024,http://link.springer.com/openurl/fulltext?id=doi:10.2991/978-94-6463-471-6_81,https://doi.org/10.2991/978-94-6463-471-6_81,,,,,,
202402,Multimodal Metadata Augmentation for Federated Learning in Medical Applications,Proceedings of Ninth International Congress on Information and Communication Technology,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-3299-9_43,https://doi.org/10.1007/978-981-97-3299-9_43,,,,,,
202403,Federated Learning: A Solution for Improving Anomaly Detection Accuracy of Autonomous Guided Vehicles in Smart Manufacturing,Digital Ecosystems: Interconnecting Advanced Networks with AI Applications,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-61221-3_36,https://doi.org/10.1007/978-3-031-61221-3_36,,,,,,
202404,Adversarial Attacks on Network Intrusion Detection Systems Based on Federated Learning,Advanced Intelligent Computing Technology and Applications,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-5606-3_13,https://doi.org/10.1007/978-981-97-5606-3_13,,,,,,
202405,Anonymous and Efficient Authentication Scheme for Privacy-Preserving Federated Cross Learning,Advanced Intelligent Computing Technology and Applications,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-5606-3_24,https://doi.org/10.1007/978-981-97-5606-3_24,,,,,,
202406,A Comprehensive Literature Survey on Federated Learning,Applied Soft Computing and Communication Networks,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-2004-0_38,https://doi.org/10.1007/978-981-97-2004-0_38,,,,,,
202407,A Novel Method for Communication-Efficient and Privacy-Preserving AI Model Generation and Optimization Through Federated Learning,"Data Management, Analytics and Innovation",2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-3245-6_27,https://doi.org/10.1007/978-981-97-3245-6_27,,,,,,
202408,A Transformer and Federated Learning Techniques for Detecting DDoS Attacks in IoT Environments,Proceedings of Ninth International Congress on Information and Communication Technology,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-3559-4_1,https://doi.org/10.1007/978-981-97-3559-4_1,,,,,,
202409,ReVFed: Representation-Based Privacy-Preserving Vertical Federated Learning with Heterogeneous Models,"Knowledge Science, Engineering and Management",2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-5498-4_30,https://doi.org/10.1007/978-981-97-5498-4_30,,,,,,
202410,A Joint Client-Server Watermarking Framework for Federated Learning,"Knowledge Science, Engineering and Management",2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-5501-1_32,https://doi.org/10.1007/978-981-97-5501-1_32,,,,,,
202411,DiVerFed: Distribution-Aware Vertical Federated Learning for Missing Information,"Knowledge Science, Engineering and Management",2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-5498-4_23,https://doi.org/10.1007/978-981-97-5498-4_23,,,,,,
202412,Federated Learning-Enabled Energy Management in Smart Buildings for Sustainability,Innovative Computing and Communications,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-3591-4_28,https://doi.org/10.1007/978-981-97-3591-4_28,,,,,,
202413,A Novel Transformation Through Digital Twin and Federated Learning Integration: A Case Study on Cardiovascular Disease Prediction,Information and Communication Technologies for Ageing Well and e-Health,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-62753-8_6,https://doi.org/10.1007/978-3-031-62753-8_6,,,,,,
202414,Collaborative Adversarial Learning for Unsupervised Federated Domain Adaptation,"Knowledge Science, Engineering and Management",2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-5495-3_26,https://doi.org/10.1007/978-981-97-5495-3_26,,,,,,
202415,OP-FedELM: One-Pass Privacy-Preserving Federated Classification via Evolving Clustering Method and Extreme Learning Machine Hybrid,Intelligent Systems Design and Applications,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-64836-6_5,https://doi.org/10.1007/978-3-031-64836-6_5,,,,,,
202416,Secure and Private Vertical Federated Learning for Predicting Personalized CVA Outcomes,Artificial Intelligence in Medicine,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-66538-7_18,https://doi.org/10.1007/978-3-031-66538-7_18,,,,,,
202417,FedXAI-ISL: Explainable Artificial Intelligence-Based Federated Model in Recognition and Community Decentralized Learning of Indian Sign Language,Innovative Computing and Communications,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-3588-4_32,https://doi.org/10.1007/978-981-97-3588-4_32,,,,,,
202418,"A Survey of Federated Learning: Review, Attacks, Defenses",Big Data and Security,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-4387-2_13,https://doi.org/10.1007/978-981-97-4387-2_13,,,,,,
202419,FedRC: Representational Consistency Guided Model Uploading Mechanism for Asynchronous Federated Learning,"Mobile and Ubiquitous Systems: Computing, Networking and Services",2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-63989-0_12,https://doi.org/10.1007/978-3-031-63989-0_12,,,,,,
202420,Federated Reinforcement Learning for Automated LoRaWAN Management in Industrial IoT,"Mobile and Ubiquitous Systems: Computing, Networking and Services",2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-63989-0_7,https://doi.org/10.1007/978-3-031-63989-0_7,,,,,,
202421,FedGCS: Addressing Class Imbalance in Long-Tail Federated Learning,"Mobile and Ubiquitous Systems: Computing, Networking and Services",2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-63989-0_11,https://doi.org/10.1007/978-3-031-63989-0_11,,,,,,
202422,RECALL: Towards Generalized Representations in Unsupervised Federated Learning Under Non-IID Conditions,Intelligent Information and Database Systems,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-4982-9_20,https://doi.org/10.1007/978-981-97-4982-9_20,,,,,,
202423,"FedSCD: Federated Learning with Semi-centralization, Discrepancy-Awareness and Dual-Model Collaboration",Information Security and Privacy,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-5101-3_10,https://doi.org/10.1007/978-981-97-5101-3_10,,,,,,
202424,R-PPDFL: A Robust and Privacy-Preserving Decentralized Federated Learning System,Information Security and Privacy,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-5101-3_9,https://doi.org/10.1007/978-981-97-5101-3_9,,,,,,
202425,Incentivized Federated Learning with Local Differential Privacy Using Permissioned Blockchains,Data and Applications Security and Privacy XXXVIII,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-65172-4_19,https://doi.org/10.1007/978-3-031-65172-4_19,,,,,,
202426,A Review and Analysis of Privacy-Preserving Federated Learning-Based Applications and Services in IoT Networks,Proceedings of International Conference on Recent Innovations in Computing,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-2839-8_49,https://doi.org/10.1007/978-981-97-2839-8_49,,,,,,
202427,A Multimodal Federated Learning Framework for Modality Incomplete Scenarios in Healthcare,Bioinformatics Research and Applications,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-5131-0_21,https://doi.org/10.1007/978-981-97-5131-0_21,,,,,,
202428,Feddaw: Dual Adaptive Weighted Federated Learning for Non-IID Medical Data,Bioinformatics Research and Applications,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-5087-0_1,https://doi.org/10.1007/978-981-97-5087-0_1,,,,,,
202429,Federated Interoperable Digital Twins for Collaborative Learning Factories,Learning Factories of the Future,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-65411-4_17,https://doi.org/10.1007/978-3-031-65411-4_17,,,,,,
202430,DDPG-FL: A Reinforcement Learning Approach for Data Balancing in Federated Learning,Frontiers of Networking Technologies,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-3890-8_3,https://doi.org/10.1007/978-981-97-3890-8_3,,,,,,
202431,Membership Privacy Protection for Federated Learning in Web 3.0,Security and Privacy in Web 3.0,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-5752-7_4,https://doi.org/10.1007/978-981-97-5752-7_4,,,,,,
202432,Verifiable Privacy-Preserving Federated Learning in Web 3.0,Security and Privacy in Web 3.0,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-5752-7_3,https://doi.org/10.1007/978-981-97-5752-7_3,,,,,,
202433,Automatic Diagnosis of Age-Related Macular Degeneration via Federated Learning,Computer Vision and Image Processing,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-58174-8_12,https://doi.org/10.1007/978-3-031-58174-8_12,,,,,,
202434,Swift Convergence: Federated Learning Enhanced with GMMs for Image Classification,Computer Vision and Image Processing,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-58181-6_14,https://doi.org/10.1007/978-3-031-58181-6_14,,,,,,
202435,Federated Learning Analytics: Investigating the Privacy-Performance Trade-Off in Machine Learning for Educational Analytics,Artificial Intelligence in Education,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-64299-9_5,https://doi.org/10.1007/978-3-031-64299-9_5,,,,,,
202436,CR-IFSSL: Imbalanced Federated Semi-Supervised Learning with Class Rebalancing,Intelligence Computation and Applications,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-4393-3_33,https://doi.org/10.1007/978-981-97-4393-3_33,,,,,,
202437,Local Distribution Privacy in Federated Learning,Intelligent Distributed Computing XVI,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-60023-4_4,https://doi.org/10.1007/978-3-031-60023-4_4,,,,,,
202438,Towards Federated Learning on the Quantum Internet,Computational Science – ICCS 2024,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-63778-0_24,https://doi.org/10.1007/978-3-031-63778-0_24,,,,,,
202439,Efficient Classification of SARS-CoV-2 Spike Sequences Using Federated Learning,Information Management and Big Data,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-63616-5_6,https://doi.org/10.1007/978-3-031-63616-5_6,,,,,,
202440,Federated Learning on Transcriptomic Data: Model Quality and Performance Trade-Offs,Computational Science – ICCS 2024,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-63772-8_26,https://doi.org/10.1007/978-3-031-63772-8_26,,,,,,
202441,Toward Federated Learning Through Intent Detection Research,Digital Business and Intelligent Systems,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-63543-4_6,https://doi.org/10.1007/978-3-031-63543-4_6,,,,,,
202442,Support Vector Based Anomaly Detection in Federated Learning,Engineering Applications of Neural Networks,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-62495-7_21,https://doi.org/10.1007/978-3-031-62495-7_21,,,,,,
202443,Improving Communication Efficiency in Federated Learning via Metaheuristic-Based Learning Algorithms,Advances in Mechanical Design,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-0922-9_122,https://doi.org/10.1007/978-981-97-0922-9_122,,,,,,
202444,Privacy Preserving Federated Learning: A Novel Approach for Combining Differential Privacy and Homomorphic Encryption,Information Security Theory and Practice,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-60391-4_11,https://doi.org/10.1007/978-3-031-60391-4_11,,,,,,
202445,Distributed Backdoor Attacks in Federated Learning Generated by DynamicTriggers,Information Security Theory and Practice,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-60391-4_12,https://doi.org/10.1007/978-3-031-60391-4_12,,,,,,
202446,Towards Federated-Deep Learning-Based Glaucoma Detection from Color Fundus Images,Proceedings of the Fifth International Conference on Trends in Computational and Cognitive Engineering,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-1923-5_19,https://doi.org/10.1007/978-981-97-1923-5_19,,,,,,
202447,Victimization (V) of Big Data: A Solution Using Federated Learning,Smart Trends in Computing and Communications,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-1320-2_15,https://doi.org/10.1007/978-981-97-1320-2_15,,,,,,
202448,Data Obfuscation Scenarios for Batch ELM in Federated Learning Applications,Smart Technologies for a Sustainable Future,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-61905-2_32,https://doi.org/10.1007/978-3-031-61905-2_32,,,,,,
202449,ESN for Intrusion Detection in Federated Machine Learning,Proceedings of 4th International Conference on Artificial Intelligence and Smart Energy,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-61471-2_34,https://doi.org/10.1007/978-3-031-61471-2_34,,,,,,
202450,Field-Based Coordination for Federated Learning,Coordination Models and Languages,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-62697-5_4,https://doi.org/10.1007/978-3-031-62697-5_4,,,,,,
202451,A Review on Suitability of Vertical Federated Learning in Smart City Platforms,Proceedings of 4th International Conference on Artificial Intelligence and Smart Energy,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-61475-0_10,https://doi.org/10.1007/978-3-031-61475-0_10,,,,,,
202452,Federated Learning in Automated Vehicles,Proceedings of 4th International Conference on Artificial Intelligence and Smart Energy,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-61475-0_24,https://doi.org/10.1007/978-3-031-61475-0_24,,,,,,
202453,Adversarial Attacks on GNN-Based Vertical Federated Learning,"Attacks, Defenses and Testing for Deep Learning",2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-0425-5_3,https://doi.org/10.1007/978-981-97-0425-5_3,,,,,,
202454,An Effective Model Copyright Protection for Federated Learning,"Attacks, Defenses and Testing for Deep Learning",2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-0425-5_14,https://doi.org/10.1007/978-981-97-0425-5_14,,,,,,
202455,Using Adversarial Examples to against Backdoor Attack in Federated Learning,"Attacks, Defenses and Testing for Deep Learning",2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-0425-5_16,https://doi.org/10.1007/978-981-97-0425-5_16,,,,,,
202456,Guard the Vertical Federated Graph Learning from Property Inference Attack,"Attacks, Defenses and Testing for Deep Learning",2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-0425-5_15,https://doi.org/10.1007/978-981-97-0425-5_15,,,,,,
202457,Query-Efficient Adversarial Attack Against Vertical Federated Graph Learning,"Attacks, Defenses and Testing for Deep Learning",2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-0425-5_5,https://doi.org/10.1007/978-981-97-0425-5_5,,,,,,
202458,Subgraph Federated Learning with Global Graph Reconstruction,Web and Big Data,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-2303-4_11,https://doi.org/10.1007/978-981-97-2303-4_11,,,,,,
202459,An Adaptive Federated Learning Approach for Efficiency and Privacy Preservation of Dynamic Network of IoT,Smart Trends in Computing and Communications,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-1323-3_25,https://doi.org/10.1007/978-981-97-1323-3_25,,,,,,
202460,Comparison of Centralized and Federated Machine Learning Techniques for Beamtracking in 5G/6G Systems,"Internet of Things, Smart Spaces, and Next Generation Networks and Systems",2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-60994-7_8,https://doi.org/10.1007/978-3-031-60994-7_8,,,,,,
202461,Enhanced Flood Forecasting: Revolutionizing Prediction with Federated Learning,Smart Trends in Computing and Communications,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-1323-3_39,https://doi.org/10.1007/978-981-97-1323-3_39,,,,,,
202462,Data Summarization for Federated Learning,Machine Learning for Networking,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-59933-0_9,https://doi.org/10.1007/978-3-031-59933-0_9,,,,,,
202463,Enhancing Efficiency and Privacy of Intelligent Public Transportation Systems Through Federated Learning and EdgeAI,Web and Wireless Geographical Information Systems,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-60796-7_15,https://doi.org/10.1007/978-3-031-60796-7_15,,,,,,
202464,Robust Federated Learning: A Heterogeneity Index Based Clustering Approach,Software Engineering and Management: Theory and Application,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-55174-1_13,https://doi.org/10.1007/978-3-031-55174-1_13,,,,,,
202465,A Survey on Secure Aggregation for Privacy-Preserving Federated Learning,Advancements in Smart Computing and Information Security,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-59100-6_2,https://doi.org/10.1007/978-3-031-59100-6_2,,,,,,
202466,Identifying Backdoor Attacks in Federated Learning via Anomaly Detection,Web and Big Data,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-2387-4_8,https://doi.org/10.1007/978-981-97-2387-4_8,,,,,,
202467,Bias-Resilient Elephant Flow Detection in Distributed SDNs Through Federated Learning,ICT: Applications and Social Interfaces,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-0210-7_39,https://doi.org/10.1007/978-981-97-0210-7_39,,,,,,
202468,An Object Detection Method Based on Heterogeneous Lidar Point Clouds Using Federated Learning,Proceedings of 3rd 2023 International Conference on Autonomous Unmanned Systems (3rd ICAUS 2023),2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-1099-7_24,https://doi.org/10.1007/978-981-97-1099-7_24,,,,,,
202469,Rethinking Personalized Federated Learning with Clustering-Based Dynamic Graph Propagation,Advances in Knowledge Discovery and Data Mining,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-2259-4_12,https://doi.org/10.1007/978-981-97-2259-4_12,,,,,,
202470,Unveiling Backdoor Risks Brought by Foundation Models in Heterogeneous Federated Learning,Advances in Knowledge Discovery and Data Mining,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-2259-4_13,https://doi.org/10.1007/978-981-97-2259-4_13,,,,,,
202471,Securing Smart Vehicles Through Federated Learning,Foundations and Practice of Security,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-57537-2_2,https://doi.org/10.1007/978-3-031-57537-2_2,,,,,,
202472,Combating Quality Distortion in Federated Learning with Collaborative Data Selection,Advances in Knowledge Discovery and Data Mining,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-2259-4_14,https://doi.org/10.1007/978-981-97-2259-4_14,,,,,,
202473,Tackling Non-IID for Federated Learning with Components Alignment,Machine Learning for Cyber Security,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-2458-1_9,https://doi.org/10.1007/978-981-97-2458-1_9,,,,,,
202474,A Client-Side Watermarking with Private-Class in Federated Learning,Machine Learning for Cyber Security,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-2458-1_7,https://doi.org/10.1007/978-981-97-2458-1_7,,,,,,
202475,Monitoring Concept Drift in Continuous Federated Learning Platforms,Advances in Intelligent Data Analysis XXII,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-58553-1_7,https://doi.org/10.1007/978-3-031-58553-1_7,,,,,,
202476,Amplified Contribution Analysis for Federated Learning,Advances in Intelligent Data Analysis XXII,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-58553-1_6,https://doi.org/10.1007/978-3-031-58553-1_6,,,,,,
202477,subMFL: Compatible subModel Generation for Federated Learning in Device Heterogeneous Environment,Euro-Par 2023: Parallel Processing Workshops,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-48803-0_5,https://doi.org/10.1007/978-3-031-48803-0_5,,,,,,
202478,Efficiently Distributed Federated Learning,Euro-Par 2023: Parallel Processing Workshops,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-48803-0_40,https://doi.org/10.1007/978-3-031-48803-0_40,,,,,,
202479,Robust and Private Federated Learning on LLMs,Large Language Models in Cybersecurity,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-54827-7_21,https://doi.org/10.1007/978-3-031-54827-7_21,,,,,,
202480,PvFL-RA: Private Federated Learning for D2D Resource Allocation in 6G Communication,Advanced Information Networking and Applications,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-57840-3_24,https://doi.org/10.1007/978-3-031-57840-3_24,,,,,,
202481,Architectural Patterns for Software Design Problem-Solving in the Implementation of Federated Learning Structures Within the E-Health Sector,Advanced Information Networking and Applications,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-57931-8_34,https://doi.org/10.1007/978-3-031-57931-8_34,,,,,,
202482,Personalized Federated Learning in Edge-Cloud Continuum for Privacy-Preserving Health Informatics: Opportunities and Challenges,Advanced Information Networking and Applications,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-57931-8_36,https://doi.org/10.1007/978-3-031-57931-8_36,,,,,,
202483,Enhancing Security and Efficiency: A Lightweight Federated Learning Approach,Advanced Information Networking and Applications,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-57916-5_30,https://doi.org/10.1007/978-3-031-57916-5_30,,,,,,
202484,Combining Federated and Ensemble Learning in Distributed and Cloud Environments: An Exploratory Study,Advanced Information Networking and Applications,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-57931-8_29,https://doi.org/10.1007/978-3-031-57931-8_29,,,,,,
202485,REDRAW: fedeRatED leaRning for humAn Wellbeing,Advanced Information Networking and Applications,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-57931-8_10,https://doi.org/10.1007/978-3-031-57931-8_10,,,,,,
202486,FedPV-FS: A Feature Selection Method for Federated Learning in Insurance Precision Marketing,Intelligent Information Processing XII,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-57808-3_31,https://doi.org/10.1007/978-3-031-57808-3_31,,,,,,
202487,Federated Machine Learning,Robust Machine Learning,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-0688-4_3,https://doi.org/10.1007/978-981-97-0688-4_3,,,,,,
202488,A Review of Solving Non-IID Data in Federated Learning: Current Status and Future Directions,Artificial Intelligence and Machine Learning,2024,http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-97-1277-9_5,https://doi.org/10.1007/978-981-97-1277-9_5,,,,,,
